epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_model_source,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,val_dice_student,val_iou_student,val_dice_ema,val_iou_ema,train_pseudo_valid_ratio,epi_bank_size
37,25.0,1429,4287,0.0611343617036716,0.0600609847191554,0.0010733767864363,0.9211948182847765,0.8603921069039239,student,0.2603892852911338,0.2603892852911338,0.0,0.8009193896246257,0.7017035420079428,0.8009193896246257,0.7017035420079428,0.8004581193727075,0.7025684865310193,0.3232998856857641,4001
38,25.0,1429,4287,0.059088989452862,0.057979584880062,0.0011094045293614,0.9282723400327896,0.8708706895510355,ema,0.2507320524742755,0.2507320524742755,0.0,0.8003877768406424,0.7025200730858356,0.788205414655911,0.6887046378171052,0.8003877768406424,0.7025200730858356,0.3233410160043346,4106
39,25.0,1429,4287,0.0553777941238524,0.0544626330817813,0.0009151609612753,0.9312389492988586,0.8749043212996589,ema,0.2518274818082386,0.2518274818082386,0.0,0.8005855048428556,0.7027920306437995,0.7886136229677247,0.6886225585924153,0.8005855048428556,0.7027920306437995,0.3235090535078476,4177
40,25.0,1429,4287,0.053077230035369,0.0522444716084804,0.0008327583374052,0.9318483074506124,0.8765116069051955,ema,0.2534706465133509,0.2534706465133509,0.0,0.8006166024922157,0.7028609478365215,0.7924334671298802,0.6926462173962443,0.8006166024922157,0.7028609478365215,0.3237024736938192,4214
41,25.0,1429,4287,0.0509879437011124,0.0501762460083214,0.0008116977023475,0.9377766516473558,0.8863990902900696,ema,0.2547576023908325,0.2547576023908325,0.0,0.8008234319443299,0.7030892944402675,0.796735028606599,0.6976986885321065,0.8008234319443299,0.7030892944402675,0.3239664364216932,4240
42,25.0,1429,4287,0.0490461921235963,0.0482682151191714,0.0007779769592487,0.9396673440933228,0.8890856968031989,ema,0.2563753396668911,0.2563753396668911,0.0,0.8007105221858468,0.7030250516865452,0.7908368901075226,0.6917876453146057,0.8007105221858468,0.7030250516865452,0.3240616326011828,4256
43,25.0,1429,4287,0.0476315437968987,0.0469234599384354,0.0007080838045994,0.9412819412019516,0.8921322226524353,ema,0.2580205075823401,0.2580205075823401,0.0,0.8008352767928987,0.7031804743223544,0.7921749797628175,0.692502616960073,0.8008352767928987,0.7031804743223544,0.3242023431543094,4265
44,25.0,1429,4287,0.0455241104059699,0.0448380943332145,0.0006860160718866,0.94731076558431,0.9020285275247362,ema,0.2599468618276822,0.2599468618276822,0.0,0.8007760181804067,0.7030982705076897,0.7985598562980049,0.6992735186183762,0.8007760181804067,0.7030982705076897,0.3243203305486423,4274
45,25.0,1429,4287,0.044222244325636,0.0435378955704952,0.0006843487473218,0.9453962047894796,0.8984976874457465,ema,0.2617516291358406,0.2617516291358406,0.0,0.8008762789907115,0.7031794855275965,0.798284648097087,0.6989398519420557,0.8008762789907115,0.7031794855275965,0.324403984777963,4280
46,25.0,1429,4287,0.0429830208643158,0.042391614404632,0.0005914064562087,0.9464708301756116,0.9014907015694512,ema,0.2636564548842301,0.2636564548842301,0.0,0.8008649091023178,0.703152557116776,0.7894830529384467,0.6900515844139542,0.8008649091023178,0.703152557116776,0.3245566264906926,4282
47,25.0,1429,4287,0.0417699240036864,0.0412035442110317,0.0005663797857045,0.9489679005410936,0.9061091740926108,ema,0.2657671273588884,0.2657671273588884,0.0,0.800732247599194,0.7030055848262459,0.7974184719810459,0.698493509838179,0.800732247599194,0.7030055848262459,0.324642726734503,4284
48,25.0,1429,4287,0.0405412889294215,0.0400045499094386,0.0005367390338831,0.9526023666063944,0.9110091196166143,ema,0.2678102006063,0.2678102006063,0.0,0.8007422360696519,0.7029811254408578,0.7932194767505494,0.6938084413990264,0.8007422360696519,0.7029811254408578,0.3248151376176236,4285
49,25.0,1429,4287,0.0401352129376201,0.0396144221078104,0.0005207907385887,0.9539096421665616,0.9134269091818068,ema,0.2698132756437931,0.2698132756437931,0.0,0.8006475359681104,0.7028365181908898,0.7961991477713375,0.6973156838086704,0.8006475359681104,0.7028365181908898,0.3248049763601218,4286
50,25.0,1429,4287,0.0391837798003385,0.0386819903141082,0.0005017895774512,0.954193863603804,0.9145735833379958,ema,0.2718243208421202,0.2718243208421202,0.0,0.8004125723311583,0.7025575849290825,0.796621139605117,0.697814645635406,0.8004125723311583,0.7025575849290825,0.3249208798159414,4286
51,25.0,1429,4287,0.0379551515094379,0.0375120726817134,0.0004430788663848,0.9562348326047262,0.9178224603335062,ema,0.2738519850792461,0.2738519850792461,0.0,0.8002630810040207,0.7023349758042081,0.7951388694007051,0.6959689528563374,0.8002630810040207,0.7023349758042081,0.3251151949612062,4286
52,25.0,1429,4287,0.0371820077633679,0.0367617464499242,0.0004202613547103,0.9544262223773532,0.9145027465290494,ema,0.2760217552567963,0.2760217552567963,0.0,0.7999364966441903,0.7019385498999882,0.7948660560218165,0.6953602132053122,0.7999364966441903,0.7019385498999882,0.3251332987600298,4286
53,25.0,1429,4287,0.0367719259168674,0.0363828668009434,0.0003890591237429,0.9563330478138394,0.9183164834976196,ema,0.277963162521702,0.277963162521702,0.0,0.7997634017525894,0.7016870015730301,0.796939429951515,0.6981027583044839,0.7997634017525894,0.7016870015730301,0.3252095001846997,4286
54,25.0,1429,4287,0.0361875890017445,0.0358120129346402,0.0003755760462537,0.9547353850470648,0.9151551723480223,ema,0.2798465419537208,0.2798465419537208,0.0,0.799591865758115,0.7014366509282064,0.7970052043652518,0.6979160911558057,0.799591865758115,0.7014366509282064,0.3252588466032227,4286
55,25.0,1429,4287,0.0359189667558269,0.0355683121858025,0.0003506545817528,0.9533609549204508,0.9129175278875564,ema,0.281672955226698,0.281672955226698,0.0,0.7992639817751063,0.7010307701172905,0.7944373728262952,0.6951282831486327,0.7992639817751063,0.7010307701172905,0.3254031338798466,4286
56,25.0,1429,4287,0.0357622611544915,0.0354260775580335,0.0003361836789912,0.9576840003331504,0.9199974868032668,ema,0.2833407372549082,0.2833407372549082,0.0,0.798987442584535,0.7006822914573344,0.7961941812320387,0.6971294531628667,0.798987442584535,0.7006822914573344,0.3254111822861344,4287
57,25.0,1429,4287,0.0353427985822086,0.0350016225546376,0.0003411760019423,0.95824439658059,0.921176771322886,ema,0.2849234464891813,0.2849234464891813,0.0,0.7987207810807011,0.7003443542688021,0.7958871147447403,0.6967868912962453,0.7987207810807011,0.7003443542688021,0.3254690116910792,4287
58,25.0,1429,4287,0.0353346469659191,0.0350300944757772,0.0003045524301966,0.9560527205467224,0.917382836341858,ema,0.2863609531361211,0.2863609531361211,0.0,0.7984487524476395,0.7000152966707549,0.7959070525609838,0.6968160105635854,0.7984487524476395,0.7000152966707549,0.3255441495731695,4287
59,25.0,1429,4287,0.0352847544031579,0.0349649996427235,0.0003197548764153,0.9589689837561712,0.9224278993076748,ema,0.2876576297532602,0.2876576297532602,0.0,0.7982008463857556,0.6997082685573356,0.7956211673704539,0.6965853626949959,0.7982008463857556,0.6997082685573356,0.3255578043745525,4287
60,25.0,1429,4287,0.0349747696057406,0.0346445967929799,0.0003301727836569,0.959050820933448,0.9227264258596632,ema,0.2888330619513696,0.2888330619513696,0.0,0.7979722287873441,0.699423585678832,0.7957048040741053,0.6964286163272017,0.7979722287873441,0.699423585678832,0.3255409971991582,4287
